JDtimes,synthetic fluxes
27.337678000000324,0.5598855059221801,0.00020769230769230768
27.358109000000237,0.557407256122475,0.00020769230769230768
27.378541000000038,0.5649854643795457,0.00020769230769230768
27.398973000000296,0.6800218057628323,0.00020769230769230768
27.41940400000021,0.795005280838086,0.00020769230769230768
27.43983600000001,0.8750131529845506,0.00020769230769230768
27.460268000000273,0.9300058404692528,0.00020769230769230768
27.480699000000186,0.9699997249127851,0.00020769230769230768
27.50113099999999,0.9974941235360077,0.00020769230769230768
27.521561999999903,1.0,0.00020769230769230768
27.541994000000162,1.0,0.00020769230769230768
27.562425999999963,1.0,0.00020769230769230768
27.58285699999988,1.0,0.00020769230769230768
27.603289000000128,1.0,0.00020769230769230768
27.62372099999993,1.0,0.00020769230769230768
27.644152000000304,1.0,0.00020769230769230768
27.664584000000104,1.0,0.00020769230769230768
27.685015999999905,1.0,0.00020769230769230768
27.70544700000028,1.0,0.00020769230769230768
27.725879000000077,1.0,0.00020769230769230768
27.74631099999988,1.0,0.00020769230769230768
27.76674200000025,1.0,0.00020769230769230768
27.787174000000054,1.0,0.00020769230769230768
27.807606000000305,1.0,0.00020769230769230768
27.82803700000023,1.0,0.00020769230769230768
27.848469000000023,1.0,0.00020769230769230768
27.86890100000028,1.0,0.00020769230769230768
27.889332000000195,1.0,0.00020769230769230768
27.909764,1.0,0.00020769230769230768
27.930196000000247,0.9875205210824052,0.00020769230769230768
27.95062700000017,0.9600380148467321,0.00020769230769230768
27.97105899999997,0.9175245815160848,0.00020769230769230768
27.991491000000227,0.8625210448172923,0.00020769230769230768
28.011922000000137,0.7725268130215593,0.00020769230769230768
28.03235399999994,0.6374731347825088,0.00020769230769230768
28.0527860000002,0.537407010276549,0.00020769230769230768
28.073217000000113,0.5623700064094564,0.00020769230769230768
