JDtimes,synthetic fluxes
20.672555000000106,0.0
20.673236000000085,0.0
20.673917000000074,0.0
20.67459800000006,0.0
20.675279000000046,0.0
20.675960000000032,0.0
20.676641000000018,0.0
20.677322000000004,0.0
20.67800299999999,0.0
20.678683999999976,0.0
20.679365999999842,0.0
20.680046999999828,0.0
20.680727999999817,0.0
20.681408999999803,0.0
20.68208999999979,0.0
20.682770999999775,0.0
20.68345199999976,0.0
20.684132999999747,0.0
20.684814000000188,0.0
20.68549500000017,0.0
20.68617600000016,0.0
20.686857000000145,0.0
20.687538000000128,0.0
20.68821900000012,0.0
20.688900999999987,0.0
20.68958100000009,0.0
20.690262999999963,0.0
20.690943999999945,0.0
20.69162499999993,0.0
20.69230599999992,0.0
20.692986999999906,0.0
20.69366799999989,0.0
20.694348999999875,0.0
20.69502999999986,0.0
20.695710999999847,1.0
20.696391999999832,1.0
20.697072999999822,1.0
20.697753999999804,1.0
20.69843499999979,1.0
20.699115999999773,1.0
20.699798000000104,1.0
20.700479000000087,1.0
20.701160000000073,1.0
20.70184100000006,1.0
20.702522000000048,1.0
20.70320300000003,1.0
20.703884000000016,1.0
20.704565,1.0
20.70524599999999,1.0
20.705926999999974,1.0
20.70660799999996,1.0
20.707288999999946,1.0
20.707969999999925,1.0
20.70865099999992,1.0
20.709331999999907,1.0
20.71001299999989,1.0
20.71069399999988,1.0
20.711375999999746,1.0
20.712057000000183,1.0
20.71273800000017,1.0
20.713419000000158,1.0
20.714100000000144,1.0
20.71478100000013,1.0
20.715462000000123,1.0
20.716143000000105,1.0
20.716824000000084,1.0
20.717505000000074,1.0
20.71818600000006,1.0
20.71886700000005,1.0
20.71954800000003,1.0
20.720229000000018,1.0
20.720910000000003,1.0
20.721591999999877,1.0
20.72227299999986,1.0
20.72295399999984,1.0
20.723634999999827,1.0
20.724315999999817,1.0
20.724996999999803,1.0
20.72567799999979,1.0
20.726358999999775,1.0
20.72703999999976,1.0
20.727720999999747,1.0
20.728402000000187,1.0
20.729083000000173,1.0
20.72976400000016,1.0
20.730445000000145,1.0
20.731126000000128,1.0
20.73180700000012,1.0
20.732488999999987,1.0
20.733169999999973,1.0
20.733850999999962,1.0
20.734531999999945,1.0
20.73521299999993,1.0
20.73589399999992,1.0
20.736574999999906,1.0
20.737255999999892,1.0
20.737936999999874,1.0
20.73861799999986,1.0
20.739298999999846,1.0
20.739979999999832,1.0
20.740660999999818,1.0
20.741341999999804,0.0
20.74202299999979,0.0
20.742703999999772,0.0
20.743386000000104,0.0
20.744067000000086,0.0
20.744748000000072,0.0
20.74542900000006,0.0
20.746110000000048,0.0
20.74679100000003,0.0
20.747472000000016,0.0
20.748153,0.0
20.748833999999988,0.0
20.749514999999974,0.0
20.750195999999963,0.0
20.750876999999946,0.0
20.751557999999925,0.0
20.75223899999992,0.0
20.752919999999907,0.0
20.75360099999989,0.0
20.754282999999763,0.0
20.75496399999975,0.0
20.755645000000182,0.0
20.75632600000017,0.0
20.75700700000016,0.0
20.757688000000144,0.0
20.75836900000013,0.0
20.759050000000123,0.0
20.7597310000001,0.0
20.760412000000088,0.0
20.761093000000074,0.0
20.76177400000006,0.0
20.76245500000005,0.0
20.76313600000003,0.0
20.763817000000017,0.0
20.764498000000003,0.0
20.765179999999877,0.0
20.76586099999986,0.0
20.76654199999984,0.0
20.767222999999827,0.0
20.767903999999817,0.0
20.768584999999806,0.0
20.76926599999979,0.0
20.769946999999775,0.0
20.77062799999976,0.0
20.771308999999746,0.0
20.771990000000187,0.0
20.772671000000173,0.0
20.77335200000016,0.0
20.774033000000145,0.0
20.774714000000127,0.0
20.77539500000012,0.0
20.776076000000106,0.0
20.776757999999973,0.0
20.777438999999962,0.0
20.778119999999944,0.0
20.77880099999993,0.0
20.77948199999992,0.0
20.780162999999906,0.0
20.780843999999885,0.0
20.781524999999878,0.0
20.78220599999986,0.0
20.782886999999846,0.0
20.783567999999832,0.0
20.784248999999818,0.0
20.784929999999804,0.0
20.78561099999979,0.0
20.786291999999772,0.0
20.786974000000104,0.0
20.787655000000086,0.0
20.788336000000076,0.0
20.789017000000054,0.0
20.789698000000048,0.0
20.79037900000003,0.0
20.791060000000016,0.0
20.791741,0.0
20.792421999999988,0.0
20.793102999999974,0.0
20.793783999999963,0.0
20.794464999999946,0.0
20.79514599999993,0.0
20.79582699999992,0.0
20.796507999999907,0.0
20.79718899999989,0.0
20.797870999999763,0.0
20.79855199999975,0.0
20.799233000000182,0.0
20.79991400000017,0.0
20.80059500000016,0.0
20.801276000000147,0.0
20.80195700000013,0.0
20.802638000000115,0.0
20.8033190000001,0.0
20.804000000000087,0.0
20.804681000000073,0.0
20.80536200000006,0.0
20.80604300000005,0.0
20.80672400000003,0.0
20.807405000000017,0.0
20.808086999999887,0.0
20.808767999999876,0.0
20.80944899999986,0.0
20.81012999999984,0.0
20.810810999999827,0.0
20.811491999999816,0.0
20.8121729999998,0.0
20.812853999999792,0.0
20.813534999999774,0.0
20.81421599999976,0.0
20.814896999999746,0.0
20.815578000000187,0.0
20.816259000000173,0.0
20.81694000000016,0.0
20.817621000000145,0.0
20.818302000000127,0.0
20.81898300000012,0.0
20.819664999999983,0.0
20.82034599999997,0.0
20.82102699999996,0.0
20.821707999999944,0.0
20.82238899999993,0.0
20.82306999999992,0.0
20.823750999999906,0.0
20.824431999999884,0.0
20.825112999999877,0.0
20.82579399999986,0.0
20.826474999999846,0.0
20.827155999999828,0.0
20.827836999999818,0.0
20.828517999999804,0.0
20.82919899999979,0.0
20.829879999999772,0.0
20.830562000000103,0.0
20.831243000000086,0.0
20.831924000000075,0.0
20.832605000000054,0.0
20.833286000000047,0.0
20.83396700000003,0.0
20.834648000000016,0.0
20.835329,0.0
20.836009999999987,0.0
20.836690999999973,0.0
20.837371999999963,0.0
20.838052999999945,0.0
20.83873399999993,0.0
20.83941499999992,0.0
20.840095999999907,0.0
20.84077699999989,0.0
20.841457999999875,0.0
20.84213999999975,0.0
20.842821000000182,0.0
20.84350200000017,0.0
20.84418300000016,0.0
20.844864000000147,0.0
20.84554500000013,0.0
20.846226000000115,0.0
20.8469070000001,0.0
20.847588000000087,0.0
20.848269000000073,0.0
20.84895000000006,0.0
20.84963100000005,0.0
20.85031200000003,0.0
20.850993000000017,0.0
20.851674000000006,0.0
20.852355999999872,0.0
20.85303699999986,0.0
20.853717999999844,0.0
20.854398999999827,0.0
20.855079999999816,0.0
20.8557609999998,0.0
20.85644199999979,0.0
20.857122999999774,0.0
20.85780399999976,0.0
20.858484999999746,0.0
20.859166000000187,0.0
20.859847000000173,0.0
20.86052800000016,0.0
20.861209000000144,0.0
20.86189000000013,0.0
20.86257100000012,0.0
20.863252999999983,0.0
20.86393399999997,0.0
20.86461499999996,0.0
20.865295999999944,0.0
20.86597699999993,0.0
20.866657999999923,0.0
20.867338999999898,0.0
20.868019999999884,0.0
20.868700999999877,0.0
20.86938199999986,0.0
20.870062999999842,0.0
